Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Month,DayOfWeek,Is_Weekend,Likes_Per_View,Shares_Per_View,Comments_Per_View,Engagement_Rate
2022-07-15,YouTube,#Gaming,Shorts,Japan,3283134,41122,8713,37710,Medium,7,4,0,0.012525227419898182,0.0026538667017550915,0.0114859765090307,2.6665070630683974
2023-02-06,YouTube,#Challenge,Post,Japan,746909,45821,7638,15981,Low,2,0,0,0.06134750016400927,0.010226145353717788,0.021396180793108666,9.296982631083573
2023-09-10,Instagram,#Fitness,Live Stream,Australia,1925512,445030,93050,27310,Low,9,6,1,0.23112294288480154,0.04832480919360669,0.014183240613405682,29.36309926918139
2022-12-28,YouTube,#Dance,Reel,Germany,1705635,340776,13504,41680,High,12,2,0,0.19979421153998364,0.00791728593749542,0.024436646762056362,23.21481442395354
2023-07-01,Instagram,#Gaming,Tweet,Australia,3931634,154021,17016,30829,High,7,5,1,0.039174806200170206,0.004327971525325094,0.00784126904996752,5.134404677546282
2023-12-12,Twitter,#Dance,Video,Germany,3447523,43962,51838,30252,Low,12,1,0,0.01275176409265435,0.01503630287600692,0.008774995844842804,3.656306281350407
2022-03-08,TikTok,#Fashion,Video,Canada,2783501,63860,82509,16462,High,3,1,0,0.022942330539848916,0.029642166465900316,0.00591413475331965,5.849863175906888
2022-11-10,TikTok,#Gaming,Tweet,Germany,4497476,329836,14346,34972,Low,11,3,0,0.07333802337133094,0.0031897891172737777,0.0077759169809911155,8.430372946959585
2023-11-18,Twitter,#Dance,Shorts,Germany,3984173,161617,68404,26669,Low,11,5,1,0.0405647545927348,0.017168933176345505,0.006693735437693092,6.44274232067734
2022-08-04,Twitter,#Education,Video,Japan,3140471,443708,64826,22130,High,8,3,0,0.1412870871916983,0.020642126610944663,0.007046713693582905,16.89759274962259
2023-09-20,TikTok,#Gaming,Shorts,Brazil,2933626,87518,50945,18643,Low,9,2,0,0.02983270532780934,0.017365880995055268,0.006354934132708123,5.3553520455572725
2023-08-14,Instagram,#Fashion,Live Stream,USA,1361580,169568,875,22352,Medium,8,0,0,0.12453766947223079,0.0006426357613948501,0.016416222329940215,14.159652756356586
2023-08-27,Twitter,#Comedy,Live Stream,Canada,4190571,271397,44550,19615,High,8,6,1,0.0647637279024744,0.010631009473410663,0.004680746370840632,8.007548374672568
2022-03-01,YouTube,#Fitness,Live Stream,Germany,3856845,195911,46850,13291,Low,3,1,0,0.05079566329473961,0.012147234332725323,0.0034460809288420977,6.638897855630703
2022-11-13,TikTok,#Gaming,Live Stream,Canada,233459,290078,20796,13785,Low,11,6,1,1.2425222415927422,0.0890777395602654,0.05904677052501724,139.06467516780248
2022-10-14,TikTok,#Education,Live Stream,Japan,3961797,253439,67692,7836,Medium,10,4,0,0.06397071833816827,0.017086185889887848,0.0019778903361277723,8.303479456418387
2022-03-14,Instagram,#Gaming,Live Stream,India,4926269,264064,91827,1032,High,3,0,0,0.05360324415901771,0.01864027319661188,0.00020948916918666033,7.245300652481625
2023-08-28,Instagram,#Dance,Tweet,Japan,3691701,448223,32943,40561,Low,8,0,0,0.12141367895178944,0.008923528747317293,0.010987076147282783,14.132428384638951
2023-01-21,Twitter,#Music,Video,USA,2970930,131718,60239,32883,Low,1,5,1,0.044335612081065526,0.020276142487369274,0.011068251355636114,7.568000592407091
2022-10-15,Instagram,#Fitness,Video,Canada,3247449,388272,6238,25311,Medium,10,5,1,0.11956215478672644,0.001920892368132648,0.007794117782912064,12.927716493777117
2023-06-16,Twitter,#Dance,Live Stream,Germany,3541294,288982,90384,33462,High,6,4,0,0.08160350425578898,0.02552287384216052,0.009449088384076555,11.657546648202606
2023-05-02,Twitter,#Fitness,Post,India,304335,292726,57503,40349,Low,5,1,0,0.9618545352982732,0.1889463913122053,0.13258087305107857,128.3381799661557
2022-12-18,YouTube,#Viral,Reel,UK,4014231,131648,19628,38051,High,12,6,1,0.03279532244158346,0.0048896040113286954,0.009479025995265344,4.7163952448177495
2023-01-02,YouTube,#Fitness,Live Stream,UK,4067513,313641,41751,34036,High,1,0,0,0.07710878858899775,0.01026450314971335,0.008367766741003655,9.574105847971476
2023-07-21,Twitter,#Challenge,Shorts,Canada,2668074,43458,72133,24287,High,7,4,0,0.01628815392676515,0.027035606958427688,0.00910282098622452,5.242658187141736
2022-11-18,Twitter,#Challenge,Tweet,Germany,4589006,172497,50326,37879,High,11,4,0,0.037589185980580544,0.010966645064312401,0.008254292977607786,5.681012402250073
2023-06-17,Instagram,#Education,Live Stream,Germany,635329,151415,59753,29150,Medium,6,5,1,0.23832534009938158,0.09405048407990191,0.045881740011867865,37.82575641911514
2023-12-09,TikTok,#Fitness,Video,Australia,36859,235389,7241,15711,Medium,12,5,1,6.386201470468542,0.19645134159906671,0.4262459643506335,700.8898776418243
2022-09-17,YouTube,#Fitness,Reel,Japan,1747564,183228,4734,33207,Medium,9,5,1,0.10484766223154059,0.002708913664964488,0.019001879187257233,12.655845508376231
2022-12-14,TikTok,#Music,Video,Australia,28280,67072,13299,23411,Medium,12,2,0,2.3717114568599715,0.47026166902404526,0.8278288543140029,366.98019801980195
2022-01-31,YouTube,#Dance,Post,Australia,566681,324840,68424,1453,Medium,1,0,0,0.5732325594117326,0.12074518115130028,0.0025640527916058592,69.65417933546388
2023-12-18,TikTok,#Music,Tweet,Japan,919348,34013,38438,18076,Low,12,0,0,0.036996871696028055,0.04181006539417065,0.01966176029098883,9.846869738118754
2023-08-31,TikTok,#Education,Shorts,Japan,4461875,81049,47612,7747,High,8,3,0,0.0181647849838913,0.010670850259139936,0.0017362655834150442,3.0571900826446283
2023-01-05,TikTok,#Fashion,Post,India,249167,103790,7499,15286,High,1,3,0,0.4165479377285114,0.030096280807651095,0.06134841291182219,50.799263144798466
2023-06-21,Instagram,#Fitness,Reel,Germany,782140,39109,45106,34619,Medium,6,2,0,0.05000255708696653,0.05766998235609993,0.04426189684711177,15.193443629017821
2023-10-13,YouTube,#Gaming,Live Stream,Germany,7810,277197,12486,422,Low,10,4,0,35.49257362355954,1.598719590268886,0.054033290653008964,3714.532650448143
2022-08-21,TikTok,#Viral,Video,Canada,3490701,123912,8189,45049,Low,8,6,1,0.03549774099815481,0.002345947132108995,0.012905430742994028,5.074911887325784
2023-10-12,Instagram,#Fitness,Tweet,Canada,1701218,219365,32346,9017,Medium,10,3,0,0.12894584938555786,0.019013436255670937,0.0053003201235820455,15.325960576481085
2022-06-14,TikTok,#Music,Post,UK,664216,474624,86948,42845,Medium,6,1,0,0.7145627326050562,0.13090320016380214,0.06450461897936816,90.99705517482265
2023-12-23,Twitter,#Education,Shorts,Canada,2699566,112069,76606,25802,Low,12,5,1,0.04151370998153037,0.02837715395733981,0.00955783262939302,7.94486965682632
2022-02-01,YouTube,#Fitness,Post,UK,468433,104947,95399,32253,High,2,1,0,0.22403844306442972,0.20365559215512144,0.06885296296375362,49.65469981833048
2022-05-30,YouTube,#Challenge,Shorts,Japan,2243196,90911,32317,38941,Low,5,0,0,0.04052744387917953,0.014406676902062949,0.01735960656135264,7.229372734259512
2023-09-04,TikTok,#Music,Reel,Brazil,50353,338919,5571,36018,Medium,9,0,0,6.730860127499851,0.11063888944054973,0.7153099120211308,755.6808928961532
2023-01-29,TikTok,#Gaming,Post,Australia,2829163,17805,57264,24917,Low,1,6,1,0.006293380763144435,0.020240615333934453,0.008807198454101089,3.5341194551179975
2023-02-16,YouTube,#Challenge,Reel,Japan,1471005,425853,71495,7053,High,2,3,0,0.2894979962678577,0.048602825959123186,0.004794681187351504,34.28955034143324
2023-03-31,YouTube,#Viral,Reel,UK,2443556,441822,99479,5885,Medium,3,4,0,0.18081108024534737,0.040710751052973615,0.0024083753349626526,22.39302066332836
2023-05-18,YouTube,#Music,Video,Brazil,1973792,467441,30230,13710,Medium,5,3,0,0.2368238395940403,0.015315696892073734,0.0069460206546586465,25.90855571407727
2023-11-17,YouTube,#Fitness,Video,USA,4478176,393579,14318,9635,High,11,4,0,0.08788823842564472,0.003197283894156907,0.002151545629291926,9.323706794909356
2023-05-26,TikTok,#Fitness,Reel,Brazil,3856234,410366,55392,8229,Low,5,4,0,0.1064162600091177,0.014364273537342391,0.0021339472656482983,12.291448081210838
2023-05-24,Twitter,#Comedy,Reel,India,4491907,492953,25891,28083,High,5,2,0,0.10974247685893763,0.005763921648422374,0.006251910380157024,12.175830888751705
2022-07-07,YouTube,#Dance,Live Stream,Brazil,4082125,165615,21803,19119,Medium,7,3,0,0.04057078114952384,0.005341090730930581,0.0046835900419511895,5.059546192240561
2023-11-14,YouTube,#Dance,Post,Germany,4895487,174541,44267,7342,High,11,1,0,0.035653449799784985,0.009042409876688468,0.0014997486460489018,4.619560832252236
2023-05-24,TikTok,#Viral,Reel,USA,1773094,293495,85955,19535,Low,5,2,0,0.16552703917558798,0.04847740728917926,0.011017464387110891,22.502191085187814
2022-10-25,YouTube,#Fashion,Reel,USA,4798416,63981,7160,25445,Medium,10,1,0,0.013333775145798114,0.0014921590791627903,0.0053027915878906704,2.0128725812851576
2023-04-18,Instagram,#Comedy,Video,Germany,4642714,29147,73143,24735,Low,4,1,0,0.006278008940460256,0.015754362642195922,0.005327702718711512,2.736007430136769
2022-02-25,YouTube,#Fashion,Shorts,Germany,4414650,498878,2231,356,High,2,4,0,0.1130051079927061,0.0005053628260450998,8.06405943846058e-05,11.359111141313582
2023-02-20,Twitter,#Viral,Live Stream,Germany,2135331,187868,62579,45556,High,2,0,0,0.08798073928585311,0.02930646349441843,0.021334397336993657,13.862160011726518
2022-06-24,YouTube,#Fashion,Reel,Japan,1447626,289168,47520,15645,Low,6,4,0,0.19975325118504364,0.032826158137529995,0.010807349412071902,24.338675873464556
2022-06-23,TikTok,#Fitness,Live Stream,Japan,4725553,83787,37879,49935,High,6,3,0,0.01773062327308571,0.008015781433411074,0.010567017235866363,3.631342194236314
2023-09-13,Instagram,#Education,Video,UK,419463,183965,12276,24832,High,9,2,0,0.43857265122311145,0.029265990087325937,0.059199500313496065,52.70381416239335
2022-07-30,YouTube,#Education,Shorts,Germany,1066075,13285,75433,25566,Low,7,5,1,0.012461599793635533,0.07075768590389982,0.023981427197898836,10.72007128954342
2023-04-02,Instagram,#Fitness,Reel,India,1825709,104030,69496,17900,High,4,6,1,0.05698060315198095,0.038065211925887424,0.009804410231860608,10.485022530972898
2022-12-06,TikTok,#Gaming,Reel,Japan,4115760,324790,37978,36114,Medium,12,1,0,0.078913736466655,0.00922745738332653,0.008774564114525629,9.691575796450715
2022-07-19,YouTube,#Music,Reel,Brazil,3685844,223830,55996,25133,Low,7,1,0,0.06072693255601702,0.015192178507826158,0.006818791028594807,8.2737902092438
2023-07-27,TikTok,#Education,Live Stream,Germany,4359955,213360,39553,32002,Low,7,3,0,0.04893628489284867,0.009071882622641747,0.00733998401359647,6.5348151529086875
2022-04-20,Instagram,#Challenge,Post,Canada,712323,159720,86640,24901,High,4,2,0,0.2242241230453039,0.12163021550616784,0.03495745609786571,38.08117946493375
2022-11-27,YouTube,#Tech,Reel,India,2932639,87828,55827,27573,Medium,11,6,1,0.029948452571216574,0.019036437829545335,0.009402111886256713,5.838700228701862
2023-12-09,Instagram,#Tech,Video,Canada,2481313,163409,29625,20363,Medium,12,5,1,0.06585585937767625,0.011939243456992326,0.008206542262100752,8.600164509676933
2023-05-20,Instagram,#Fitness,Tweet,Australia,4447344,202595,89767,16312,Medium,5,5,1,0.04555415546897204,0.020184406693073437,0.003667807122633194,6.9406369284678675
2022-09-08,TikTok,#Music,Reel,USA,4317598,276382,58474,10871,Low,9,3,0,0.06401290717662923,0.013543178406141563,0.0025178351481541356,8.007392073092493
2023-02-15,TikTok,#Gaming,Live Stream,USA,291464,3431,54119,12110,Low,2,2,0,0.011771608157439684,0.18567987813246234,0.04154887052946504,23.900035681936703
2023-09-19,Instagram,#Education,Tweet,Canada,3031467,389739,73465,30244,Medium,9,1,0,0.12856448709486198,0.02423414142393765,0.009976687854428236,16.277531637322788
2023-04-19,YouTube,#Fitness,Reel,India,3693552,249768,16084,5323,Medium,4,2,0,0.06762271114634368,0.004354615827799365,0.0014411601623586184,7.341848713650166
2023-06-04,Twitter,#Music,Post,Canada,2726954,166440,92571,7667,Medium,6,6,1,0.061035132972540054,0.03394666723384406,0.0028115619112020224,9.779336211758615
2022-02-21,YouTube,#Comedy,Post,India,2725186,453828,56158,21964,High,2,0,0,0.16653101843323723,0.020607033795124442,0.008059633360805464,19.519768558916713
2023-01-29,Instagram,#Challenge,Reel,Germany,886426,77304,13067,5337,Low,1,6,1,0.08720863332077353,0.014741219233190363,0.006020807151414782,10.797065970537869
2023-01-09,Instagram,#Tech,Reel,Germany,4821524,61393,87511,45741,Low,1,0,0,0.012733110941685657,0.01815007039268082,0.009486834453172898,4.037001578753937
2022-06-11,YouTube,#Music,Reel,UK,3738116,115957,28372,25689,Low,6,5,1,0.031020171658664417,0.0075899196279623216,0.0068721783914677875,4.548226967809453
2022-10-05,TikTok,#Tech,Post,Australia,4594690,34250,79276,10244,High,10,2,0,0.007454256979252137,0.01725382996458956,0.0022295301750498947,2.693761711889159
2023-12-21,Twitter,#Gaming,Tweet,USA,890622,28385,91934,40148,Medium,12,3,0,0.031870984547877776,0.1032244880544159,0.04507860798408304,18.01740805863767
2023-02-25,Twitter,#Fitness,Post,Canada,1129787,317233,81454,20816,Low,2,5,1,0.28079009583222325,0.07209677576392719,0.018424711914723748,37.131158351087414
2022-09-16,YouTube,#Gaming,Shorts,Germany,4730234,137638,45719,35610,High,9,4,0,0.02909750342160663,0.009665272373417468,0.007528168796723376,4.629094459174747
2023-03-21,YouTube,#Gaming,Tweet,India,2224355,277794,58198,36236,High,3,1,0,0.12488743928015088,0.026163989111450285,0.016290565130116372,16.734199352171753
2023-04-03,YouTube,#Challenge,Tweet,USA,1055813,486108,68766,13023,Medium,4,0,0,0.4604110765826903,0.06513085177015247,0.01233457061051531,53.78764989633581
2023-09-16,Instagram,#Fashion,Tweet,India,3084526,328466,50665,1143,Low,9,5,1,0.10648832267907614,0.01642553831609784,0.0003705593663337576,12.328442036150774
2023-07-06,YouTube,#Tech,Post,Canada,3049194,272894,5311,41670,High,7,3,0,0.08949709333023743,0.001741771760012646,0.013665906465774234,10.490477155602433
2022-08-03,Instagram,#Fitness,Video,Japan,1976436,196516,93950,14802,High,8,2,0,0.09942947811110504,0.047535058053992135,0.007489238204525722,15.445377436962291
2022-12-28,TikTok,#Gaming,Shorts,India,2897766,200954,87327,8808,Medium,12,2,0,0.06934790455820104,0.030135973712163092,0.0030395829062802174,10.252346117664434
2023-08-01,Twitter,#Challenge,Video,India,154645,16361,52378,49516,High,8,1,0,0.10579714830741375,0.33869830903035986,0.32019140612370267,76.46868634614763
2023-03-21,YouTube,#Gaming,Tweet,Brazil,4703630,321802,23792,367,Low,3,1,0,0.06841567045026926,0.0050582209910218275,7.802484464126643e-05,7.355191628593236
2023-12-21,TikTok,#Fitness,Post,Japan,1823643,250776,13446,24572,Medium,12,3,0,0.13751375680437455,0.007373153627107937,0.013474128434128829,15.836103886561132
2023-07-04,Instagram,#Fitness,Reel,Canada,3274826,163123,83423,21320,High,7,1,0,0.04981119607576097,0.025474025184849515,0.0065102695532526,8.179549081386309
2023-08-02,Instagram,#Viral,Reel,Japan,2896284,298030,9484,38997,High,8,2,0,0.10290082049964713,0.0032745407563622903,0.013464494503992012,11.963985576000145
2022-10-02,TikTok,#Music,Video,UK,3317729,116194,2028,7496,High,10,6,1,0.03502214918698905,0.0006112614984527066,0.0022593768207107936,3.7892787506152557
2023-12-29,Instagram,#Fitness,Live Stream,Japan,4487563,464720,58373,32131,Low,12,4,0,0.10355732053232455,0.013007728248049109,0.007160010901239715,12.372505968161338
2022-09-21,Twitter,#Comedy,Post,Brazil,2329784,261145,22025,8805,High,9,2,0,0.1120897902981564,0.009453666090933751,0.0037793203146729484,12.53227767037631
2023-09-07,TikTok,#Viral,Video,Japan,3059064,460974,21878,36819,Medium,9,3,0,0.15069119181553572,0.007151860830633161,0.012036034551745239,16.987908719791413
2022-02-27,YouTube,#Music,Video,Canada,3033270,51007,21168,7800,Medium,2,6,1,0.01681584560556759,0.006978607245645788,0.0025714822617175525,2.6365935112930927
2022-09-12,YouTube,#Fashion,Reel,India,82665,62403,34856,42188,Low,9,0,0,0.7548902195608782,0.42165366237222524,0.5103489989717535,168.6892880904857
2023-09-08,Twitter,#Dance,Post,USA,867101,79921,53160,12692,Medium,9,4,0,0.09217034693766932,0.06130773693029993,0.014637279855518562,16.811536372348783
2022-04-24,Instagram,#Music,Post,Germany,196186,418310,29119,33093,High,4,6,1,2.1322112688978825,0.1484254737850815,0.16868176118581346,244.93185038687778
2023-11-14,TikTok,#Comedy,Video,USA,3318543,8969,75591,42308,Low,11,1,0,0.002702692115184284,0.022778369905105945,0.012748968447900178,3.823003046819041
2022-08-17,YouTube,#Comedy,Post,USA,2245167,373576,11950,17147,Low,8,2,0,0.16639118604540332,0.005322543935484532,0.007637293795962617,17.935102377685045
2023-10-08,Instagram,#Dance,Live Stream,Germany,498614,77138,95772,32235,Low,10,6,1,0.15470484182152927,0.19207643588026008,0.06464920760347684,41.14304853052662
2022-10-14,TikTok,#Challenge,Shorts,Canada,847940,380765,39970,29031,High,10,4,0,0.44904710238932,0.04713776918178173,0.034237092247092954,53.04219638181947
2023-07-16,Twitter,#Viral,Video,Canada,1614171,402810,51138,42356,Medium,7,6,1,0.24954605181235445,0.03168065836890887,0.026240094760716183,30.746680494197953
2022-05-19,Instagram,#Fashion,Video,Germany,4680679,293744,29872,10322,Low,5,3,0,0.06275670687949333,0.006381980050330305,0.0022052356079107324,7.134392253773438
2023-08-19,TikTok,#Music,Reel,UK,3771142,228803,45574,47221,Medium,8,5,1,0.060672072279431534,0.012084933423350274,0.01252167115425513,8.527867685703693
2023-01-02,YouTube,#Tech,Video,Brazil,3354640,123496,73616,39633,Low,1,0,0,0.03681348818353087,0.021944530560656286,0.011814382467269215,7.057240121145638
2023-11-01,YouTube,#Fitness,Live Stream,Australia,818282,458526,74074,3589,Low,11,2,0,0.5603520546706392,0.09052380475190705,0.004386018511955536,65.52618779345018
2023-07-03,Instagram,#Music,Video,India,4309403,216401,26305,39385,Low,7,0,0,0.05021600439782494,0.00610409376890488,0.009139316977316812,6.545941514404663
2023-10-27,Instagram,#Fitness,Reel,UK,3194403,260682,76842,15971,Medium,10,4,0,0.08160585874731523,0.024055199046582414,0.004999682256747192,11.066074005064483
2022-05-08,Instagram,#Fashion,Tweet,Australia,1520447,20790,87638,21215,Medium,5,6,1,0.01367361045797716,0.05763962834613768,0.01395313351928742,8.526637232340226
2022-11-19,TikTok,#Tech,Live Stream,Brazil,4012898,181340,98327,31111,Low,11,5,1,0.04518928714360544,0.024502740911929482,0.007752751253582822,7.744477930911775
2023-12-11,TikTok,#Tech,Reel,Japan,4738286,411605,87411,40613,Medium,12,0,0,0.08686790961963883,0.018447810030884585,0.008571242850262731,11.388696250078615
2022-05-02,Twitter,#Tech,Reel,UK,3740619,239084,56082,20155,High,5,0,0,0.06391562465998274,0.014992705752710982,0.005388145651829283,8.429647606452301
2023-08-31,Twitter,#Comedy,Live Stream,USA,947096,449377,99953,19082,Low,8,3,0,0.4744788279118484,0.10553629199151934,0.020147904753055657,60.01630246564235
